1,0,3172,61,255,0,0,0,0,0,2000,4
1,0,3379,61,255,0,0,0,0,0,2000,5
1,0,3182,61,255,0,0,0,0,0,2000,6
1,0,3324,61,255,0,0,0,0,0,2000,7
1,0,3325,61,255,0,0,0,0,0,2000,8
1,0,3326,61,255,0,0,0,0,0,2000,9
1,0,3328,61,255,0,0,0,0,0,2000,10
1,0,3329,61,255,0,0,0,0,0,2000,11
1,0,3900,61,255,0,0,0,0,0,2000,12
1,1,3901,61,255,0,0,0,0,0,2000,1
1,1,3902,61,0,0,0,0,0,0,2000,2
1,1,3903,61,0,0,0,0,0,0,2000,3
1,1,3904,61,0,0,0,0,0,0,2000,4
1,1,3095,61,0,0,0,0,0,0,2000,5
1,1,4207,61,0,0,0,0,0,0,2000,6
1,1,4208,61,0,0,0,0,0,0,2000,7
1,1,4209,61,0,0,0,0,0,0,2000,8
1,1,4210,61,0,0,0,0,0,0,2000,9
1,1,4211,61,0,0,0,0,0,0,2000,10
1,1,4212,61,0,0,0,0,0,0,2000,11
1,1,4213,61,0,0,0,0,0,0,2000,12
1,2,4214,61,0,0,0,0,0,0,2000,1
1,2,4215,61,0,0,0,0,0,0,2000,2
1,2,4216,61,0,0,0,0,0,0,2000,3
1,2,4217,61,0,0,0,0,0,0,2000,4
1,2,4218,61,0,0,0,0,0,0,2000,5
1,2,4219,61,0,0,0,0,0,0,2000,6
1,2,4220,61,0,0,0,0,0,0,2000,7
1,2,4221,61,0,0,0,0,0,0,2000,8
1,2,4222,61,0,0,0,0,0,0,2000,9
1,2,4223,61,0,0,0,0,0,0,2000,10
1,2,4224,61,0,0,0,0,0,0,2000,11
1,2,4225,61,0,0,0,0,0,0,2000,12

2,0,4190,0,0,0,0,0,0,0,2000,1
2,0,4191,0,0,0,0,0,0,0,2000,2
2,0,4192,0,0,0,0,0,0,0,2000,3
2,0,4193,0,0,0,0,0,0,0,2000,4
2,0,4194,0,0,0,0,0,0,0,2000,5
2,0,4195,0,0,0,0,0,0,0,2000,6
2,0,4196,0,0,0,0,0,0,0,2000,7
2,0,4197,0,0,0,0,0,0,0,2000,8
2,0,4198,0,0,0,0,0,0,0,2000,9
2,0,4199,0,0,0,0,0,0,0,2000,10
2,0,4200,0,0,0,0,0,0,0,2000,11
2,0,4201,0,0,0,0,0,0,0,2000,12
2,1,4202,0,0,0,0,0,0,0,2000,1
2,1,4203,0,0,0,0,0,0,0,2000,2
2,1,4204,0,0,0,0,0,0,0,2000,3
2,1,4205,0,0,0,0,0,0,0,2000,4
2,1,4206,0,0,0,0,0,0,0,2000,5
2,1,4207,0,0,0,0,0,0,0,2000,6
2,1,4208,0,0,0,0,0,0,0,2000,7
2,1,4209,0,0,0,0,0,0,0,2000,8
2,1,4210,0,0,0,0,0,0,0,2000,9
2,1,4211,0,0,0,0,0,0,0,2000,10
2,1,4212,0,0,0,0,0,0,0,2000,11
2,1,4213,0,0,0,0,0,0,0,2000,12
2,2,4214,0,0,0,0,0,0,0,2000,1
2,2,4215,0,0,0,0,0,0,0,2000,2
2,2,4216,0,0,0,0,0,0,0,2000,3
2,2,4217,0,0,0,0,0,0,0,2000,4
2,2,4218,0,0,0,0,0,0,0,2000,5
2,2,4219,0,0,0,0,0,0,0,2000,6
2,2,4220,0,0,0,0,0,0,0,2000,7
2,2,4221,0,0,0,0,0,0,0,2000,8
2,2,4222,0,0,0,0,0,0,0,2000,9
2,2,4223,0,0,0,0,0,0,0,2000,10
2,2,4224,0,0,0,0,0,0,0,2000,11
2,2,4225,0,0,0,0,0,0,0,2000,12

3,0,4300,0,0,0,0,0,0,0,1500,1
3,0,4301,0,0,0,0,0,0,0,1600,2
3,0,4302,0,0,0,0,0,0,0,1700,3
3,0,4303,0,0,0,0,0,0,0,1800,4
3,0,4304,0,0,0,0,0,0,0,1900,5
3,0,4305,0,0,0,0,0,0,0,2000,6
3,0,4306,0,0,0,0,0,0,0,2100,7
3,0,4307,0,0,0,0,0,0,0,2200,8
3,0,4308,0,0,0,0,0,0,0,2300,9
3,0,4309,0,0,0,0,0,0,0,2400,10
3,0,4310,0,0,0,0,0,0,0,2500,11
3,0,4311,0,0,0,0,0,0,0,2600,12
3,1,4312,0,0,0,0,0,0,0,1500,1
3,1,4313,0,0,0,0,0,0,0,1600,2
3,1,4314,0,0,0,0,0,0,0,1700,3
3,1,4315,0,0,0,0,0,0,0,1800,4
3,1,4316,0,0,0,0,0,0,0,1900,5
3,1,4317,0,0,0,0,0,0,0,2000,6
3,1,4318,0,0,0,0,0,0,0,2100,7
3,1,4319,0,0,0,0,0,0,0,2200,8
3,1,4320,0,0,0,0,0,0,0,2300,9
3,1,4321,0,0,0,0,0,0,0,2400,10
3,1,4322,0,0,0,0,0,0,0,2500,11
3,1,4323,0,0,0,0,0,0,0,2600,12
3,2,4324,0,0,0,0,0,0,0,1500,1
3,2,4325,0,0,0,0,0,0,0,1600,2
3,2,4326,0,0,0,0,0,0,0,1700,3
3,2,4327,0,0,0,0,0,0,0,1800,4
3,2,4328,0,0,0,0,0,0,0,1900,5
3,2,4329,0,0,0,0,0,0,0,2000,6
3,2,4330,0,0,0,0,0,0,0,2100,7
3,2,4331,0,0,0,0,0,0,0,2200,8
3,2,4332,0,0,0,0,0,0,0,2300,9
3,2,4333,0,0,0,0,0,0,0,2400,10
3,2,4334,0,0,0,0,0,0,0,2500,11
3,2,4335,0,0,0,0,0,0,0,2600,12
